"plot","event","year","doy","date","genus","species"
"GH4","ffd",2005,204,"2005-07-23","Helianthella","quinquenervis"
"GH4","ffd",2007,198,"2007-07-17","Helianthella","quinquenervis"
"GH4","ffd",2008,206,"2008-07-24","Helianthella","quinquenervis"
"GH4","ffd",2009,192,"2009-07-11","Helianthella","quinquenervis"
"GH4","ffd",1998,201,"1998-07-20","Hymenoxys","hoopesii"
"GH4","ffd",1999,191,"1999-07-10","Hymenoxys","hoopesii"
"GH4","ffd",2000,192,"2000-07-10","Hymenoxys","hoopesii"
"GH4","ffd",2002,182,"2002-07-01","Hymenoxys","hoopesii"
"GH4","ffd",2005,206,"2005-07-25","Hymenoxys","hoopesii"
"GH4","ffd",2007,180,"2007-06-29","Hymenoxys","hoopesii"
"GH4","ffd",2008,225,"2008-08-12","Hymenoxys","hoopesii"
"GH4","ffd",2009,192,"2009-07-11","Hymenoxys","hoopesii"
"GH4","ffd",1998,191,"1998-07-10","Lathyrus","leucanthus"
"GH4","ffd",1999,179,"1999-06-28","Lathyrus","leucanthus"
"GH4","ffd",2000,175,"2000-06-23","Lathyrus","leucanthus"
"GH4","ffd",2001,179,"2001-06-28","Lathyrus","leucanthus"
"GH4","ffd",2002,172,"2002-06-21","Lathyrus","leucanthus"
"GH4","ffd",2003,180,"2003-06-29","Lathyrus","leucanthus"
"GH4","ffd",2004,178,"2004-06-26","Lathyrus","leucanthus"
"GH4","ffd",2005,193,"2005-07-12","Lathyrus","leucanthus"
"GH4","ffd",2006,174,"2006-06-23","Lathyrus","leucanthus"
"GH4","ffd",2007,182,"2007-07-01","Lathyrus","leucanthus"
"GH4","ffd",2008,186,"2008-07-04","Lathyrus","leucanthus"
"GH4","ffd",1998,214,"1998-08-02","Ligularia","bigelovii"
"GH4","ffd",1999,216,"1999-08-04","Ligularia","bigelovii"
"GH4","ffd",2000,199,"2000-07-17","Ligularia","bigelovii"
"GH4","ffd",2001,218,"2001-08-06","Ligularia","bigelovii"
"GH4","ffd",1999,160,"1999-06-09","Mertensia","fusiformis"
"GH4","ffd",2000,148,"2000-05-27","Mertensia","fusiformis"
"GH4","ffd",2001,147,"2001-05-27","Mertensia","fusiformis"
"GH4","ffd",2002,136,"2002-05-16","Mertensia","fusiformis"
"GH4","ffd",2003,152,"2003-06-01","Mertensia","fusiformis"
"GH4","ffd",2004,145,"2004-05-24","Mertensia","fusiformis"
"GH4","ffd",2005,160,"2005-06-09","Mertensia","fusiformis"
"GH4","ffd",2006,148,"2006-05-28","Mertensia","fusiformis"
"GH4","ffd",2007,136,"2007-05-16","Mertensia","fusiformis"
"GH4","ffd",2008,170,"2008-06-18","Mertensia","fusiformis"
"GH4","ffd",2009,141,"2009-05-21","Mertensia","fusiformis"
"GH4","ffd",1999,213,"1999-08-01","Polygonum","douglasii"
"GH4","ffd",1998,183,"1998-07-02","Potentilla","pulcherrima"
"GH4","ffd",1999,196,"1999-07-15","Potentilla","pulcherrima"
"GH4","ffd",2000,184,"2000-07-02","Potentilla","pulcherrima"
"GH4","ffd",2001,175,"2001-06-24","Potentilla","pulcherrima"
"GH4","ffd",2002,166,"2002-06-15","Potentilla","pulcherrima"
"GH4","ffd",2003,184,"2003-07-03","Potentilla","pulcherrima"
"GH4","ffd",2004,176,"2004-06-24","Potentilla","pulcherrima"
"GH4","ffd",2005,191,"2005-07-10","Potentilla","pulcherrima"
"GH4","ffd",2006,180,"2006-06-29","Potentilla","pulcherrima"
"GH4","ffd",2007,174,"2007-06-23","Potentilla","pulcherrima"
"GH4","ffd",2008,200,"2008-07-18","Potentilla","pulcherrima"
"GH4","ffd",2009,186,"2009-07-05","Potentilla","pulcherrima"
"GH4","ffd",1998,175,"1998-06-24","Ranunculus","inamoenus"
"GH4","ffd",1999,160,"1999-06-09","Ranunculus","inamoenus"
"GH4","ffd",2000,148,"2000-05-27","Ranunculus","inamoenus"
"GH4","ffd",2001,147,"2001-05-27","Ranunculus","inamoenus"
"GH4","ffd",2002,136,"2002-05-16","Ranunculus","inamoenus"
"GH4","ffd",2003,150,"2003-05-30","Ranunculus","inamoenus"
"GH4","ffd",2004,142,"2004-05-21","Ranunculus","inamoenus"
"GH4","ffd",2005,158,"2005-06-07","Ranunculus","inamoenus"
"GH4","ffd",2006,144,"2006-05-24","Ranunculus","inamoenus"
"GH4","ffd",2007,138,"2007-05-18","Ranunculus","inamoenus"
"GH4","ffd",2008,172,"2008-06-20","Ranunculus","inamoenus"
"GH4","ffd",2009,148,"2009-05-28","Ranunculus","inamoenus"
"GH4","ffd",1999,172,"1999-06-21","Taraxacum","officinale"
"GH4","ffd",2000,164,"2000-06-12","Taraxacum","officinale"
"GH4","ffd",2001,162,"2001-06-11","Taraxacum","officinale"
"GH4","ffd",2002,152,"2002-06-01","Taraxacum","officinale"
"GH4","ffd",2003,162,"2003-06-11","Taraxacum","officinale"
"GH4","ffd",2004,154,"2004-06-02","Taraxacum","officinale"
"GH4","ffd",2005,166,"2005-06-15","Taraxacum","officinale"
"GH4","ffd",2006,150,"2006-05-30","Taraxacum","officinale"
"GH4","ffd",2007,151,"2007-05-31","Taraxacum","officinale"
"GH4","ffd",2008,180,"2008-06-28","Taraxacum","officinale"
"GH4","ffd",2009,161,"2009-06-10","Taraxacum","officinale"
"GH4","ffd",1999,191,"1999-07-10","Vicia","americana"
"GH4","ffd",2000,184,"2000-07-02","Vicia","americana"
"GH4","ffd",2001,185,"2001-07-04","Vicia","americana"
"GH4","ffd",2003,186,"2003-07-05","Vicia","americana"
"GH4","ffd",2005,202,"2005-07-21","Vicia","americana"
"GH4","ffd",2007,176,"2007-06-25","Vicia","americana"
"GH4","ffd",2008,200,"2008-07-18","Vicia","americana"
"GH4","ffd",2009,198,"2009-07-17","Vicia","americana"
"GH4","ffd",1999,167,"1999-06-16","Viola","praemorsa"
"GH4","ffd",2001,151,"2001-05-31","Viola","praemorsa"
"GH4","ffd",2002,148,"2002-05-28","Viola","praemorsa"
"GH4","ffd",2003,156,"2003-06-05","Viola","praemorsa"
"GH4","ffd",2004,148,"2004-05-27","Viola","praemorsa"
"GH4","ffd",2005,160,"2005-06-09","Viola","praemorsa"
"GH4","ffd",2006,148,"2006-05-28","Viola","praemorsa"
"GH4","ffd",2007,149,"2007-05-29","Viola","praemorsa"
"GH4","ffd",2008,176,"2008-06-24","Viola","praemorsa"
"GH4","ffd",2009,156,"2009-06-05","Viola","praemorsa"
"GH5","ffd",2004,206,"2004-07-24","Agoseris","glauca"
"GH5","ffd",2009,212,"2009-07-31","Agoseris","glauca"
"GH5","ffd",1998,175,"1998-06-24","Androsace","septentrionalis"
"GH5","ffd",1999,160,"1999-06-09","Androsace","septentrionalis"
"GH5","ffd",2000,146,"2000-05-25","Androsace","septentrionalis"
"GH5","ffd",2001,147,"2001-05-27","Androsace","septentrionalis"
"GH5","ffd",2002,134,"2002-05-14","Androsace","septentrionalis"
"GH5","ffd",2004,148,"2004-05-27","Androsace","septentrionalis"
"GH5","ffd",2005,160,"2005-06-09","Androsace","septentrionalis"
"GH5","ffd",2006,144,"2006-05-24","Androsace","septentrionalis"
"GH5","ffd",2007,143,"2007-05-23","Androsace","septentrionalis"
"GH5","ffd",2008,180,"2008-06-28","Androsace","septentrionalis"
"GH5","ffd",2009,141,"2009-05-21","Androsace","septentrionalis"
"GH5","ffd",1998,205,"1998-07-24","Campanula","rotundifolia"
"GH5","ffd",1999,211,"1999-07-30","Campanula","rotundifolia"
"GH5","ffd",2000,203,"2000-07-21","Campanula","rotundifolia"
"GH5","ffd",2001,223,"2001-08-11","Campanula","rotundifolia"
"GH5","ffd",2002,206,"2002-07-25","Campanula","rotundifolia"
"GH5","ffd",2003,203,"2003-07-22","Campanula","rotundifolia"
"GH5","ffd",2004,200,"2004-07-18","Campanula","rotundifolia"
"GH5","ffd",2005,210,"2005-07-29","Campanula","rotundifolia"
"GH5","ffd",2006,200,"2006-07-19","Campanula","rotundifolia"
"GH5","ffd",2007,212,"2007-07-31","Campanula","rotundifolia"
"GH5","ffd",2008,223,"2008-08-10","Campanula","rotundifolia"
"GH5","ffd",2009,208,"2009-07-27","Campanula","rotundifolia"
"GH5","ffd",1999,192,"1999-07-11","Collomia","linearis"
"GH5","ffd",2000,152,"2000-05-31","Draba","aurea"
"GH5","ffd",2001,155,"2001-06-04","Draba","nemorosa"
"GH5","ffd",2002,142,"2002-05-22","Draba","nemorosa"
"GH5","ffd",1998,209,"1998-07-28","Erigeron","speciosus"
"GH5","ffd",1999,205,"1999-07-24","Erigeron","speciosus"
"GH5","ffd",2000,205,"2000-07-23","Erigeron","speciosus"
"GH5","ffd",2001,202,"2001-07-21","Erigeron","speciosus"
"GH5","ffd",2003,203,"2003-07-22","Erigeron","speciosus"
"GH5","ffd",2005,206,"2005-07-25","Erigeron","speciosus"
"GH5","ffd",2006,214,"2006-08-02","Erigeron","speciosus"
"GH5","ffd",2007,204,"2007-07-23","Erigeron","speciosus"
"GH5","ffd",2008,225,"2008-08-12","Erigeron","speciosus"
"GH5","ffd",2009,202,"2009-07-21","Erigeron","speciosus"
"GH5","ffd",2004,184,"2004-07-02","Eriogonum","subalpinum"
"GH5","ffd",1998,183,"1998-07-02","Erysimum","asperum"
"GH5","ffd",1999,192,"1999-07-11","Erysimum","asperum"
"GH5","ffd",2002,170,"2002-06-19","Erysimum","asperum"
"GH5","ffd",2003,186,"2003-07-05","Erysimum","asperum"
"GH5","ffd",2004,180,"2004-06-28","Erysimum","asperum"
"GH5","ffd",2009,190,"2009-07-09","Erysimum","asperum"
"GH5","ffd",2007,176,"2007-06-25","Erysimum","capitatum"
"GH5","ffd",1999,201,"1999-07-20","Hymenoxys","hoopesii"
"GH5","ffd",2000,189,"2000-07-07","Hymenoxys","hoopesii"
"GH5","ffd",2001,189,"2001-07-08","Hymenoxys","hoopesii"
"GH5","ffd",2002,184,"2002-07-03","Hymenoxys","hoopesii"
"GH5","ffd",2005,200,"2005-07-19","Hymenoxys","hoopesii"
"GH5","ffd",2007,184,"2007-07-03","Hymenoxys","hoopesii"
"GH5","ffd",2008,214,"2008-08-01","Hymenoxys","hoopesii"
"GH5","ffd",1998,175,"1998-06-24","Lathyrus","leucanthus"
"GH5","ffd",1999,179,"1999-06-28","Lathyrus","leucanthus"
"GH5","ffd",2000,166,"2000-06-14","Lathyrus","leucanthus"
"GH5","ffd",2001,175,"2001-06-24","Lathyrus","leucanthus"
"GH5","ffd",2002,180,"2002-06-29","Lathyrus","leucanthus"
"GH5","ffd",2003,168,"2003-06-17","Lathyrus","leucanthus"
"GH5","ffd",2004,160,"2004-06-08","Lathyrus","leucanthus"
"GH5","ffd",2005,182,"2005-07-01","Lathyrus","leucanthus"
"GH5","ffd",2006,160,"2006-06-09","Lathyrus","leucanthus"
"GH5","ffd",2008,192,"2008-07-10","Lathyrus","leucanthus"
"GH5","ffd",2009,194,"2009-07-13","Lathyrus","leucanthus"
"GH5","ffd",1999,188,"1999-07-07","Linum","lewisii"
"GH5","ffd",2000,175,"2000-06-23","Linum","lewisii"
"GH5","ffd",2002,168,"2002-06-17","Linum","lewisii"
"GH5","ffd",2003,182,"2003-07-01","Linum","lewisii"
"GH5","ffd",2004,176,"2004-06-24","Linum","lewisii"
"GH5","ffd",2005,191,"2005-07-10","Linum","lewisii"
"GH5","ffd",2006,172,"2006-06-21","Linum","lewisii"
"GH5","ffd",2007,174,"2007-06-23","Linum","lewisii"
"GH5","ffd",2008,206,"2008-07-24","Linum","lewisii"
"GH5","ffd",2009,180,"2009-06-29","Linum","lewisii"
"GH5","ffd",2008,196,"2008-07-14","Lupinus","argenteus"
"GH5","ffd",2009,182,"2009-07-01","Lupinus","argenteus"
"GH5","ffd",1998,187,"1998-07-06","Lupinus","prunophilus"
"GH5","ffd",1999,205,"1999-07-24","Lupinus","prunophilus"
"GH5","ffd",2002,168,"2002-06-17","Lupinus","prunophilus"
"GH5","ffd",2003,176,"2003-06-25","Lupinus","prunophilus"
"GH5","ffd",2004,170,"2004-06-18","Lupinus","prunophilus"
"GH5","ffd",2005,182,"2005-07-01","Lupinus","prunophilus"
"GH5","ffd",2007,172,"2007-06-21","Lupinus","prunophilus"
"GH5","ffd",1999,152,"1999-06-01","Mertensia","fusiformis"
"GH5","ffd",2000,142,"2000-05-21","Mertensia","fusiformis"
"GH5","ffd",2001,143,"2001-05-23","Mertensia","fusiformis"
"GH5","ffd",2002,130,"2002-05-10","Mertensia","fusiformis"
"GH5","ffd",2003,148,"2003-05-28","Mertensia","fusiformis"
"GH5","ffd",2004,138,"2004-05-17","Mertensia","fusiformis"
"GH5","ffd",2005,152,"2005-06-01","Mertensia","fusiformis"
"GH5","ffd",2006,138,"2006-05-18","Mertensia","fusiformis"
"GH5","ffd",2007,132,"2007-05-12","Mertensia","fusiformis"
"GH5","ffd",2008,174,"2008-06-22","Mertensia","fusiformis"
"GH5","ffd",2009,139,"2009-05-19","Mertensia","fusiformis"
"GH5","ffd",1998,207,"1998-07-26","Polygonum","douglasii"
"GH5","ffd",1999,213,"1999-08-01","Polygonum","douglasii"
"GH5","ffd",2001,250,"2001-09-07","Polygonum","douglasii"
"GH5","ffd",2006,200,"2006-07-19","Polygonum","douglasii"
"GH5","ffd",2007,208,"2007-07-27","Polygonum","douglasii"
"GH5","ffd",1998,181,"1998-06-30","Potentilla","pulcherrima"
"GH5","ffd",1999,186,"1999-07-05","Potentilla","pulcherrima"
"GH5","ffd",2000,175,"2000-06-23","Potentilla","pulcherrima"
"GH5","ffd",2001,173,"2001-06-22","Potentilla","pulcherrima"
"GH5","ffd",2002,178,"2002-06-27","Potentilla","pulcherrima"
"GH5","ffd",2003,180,"2003-06-29","Potentilla","pulcherrima"
"GH5","ffd",2004,172,"2004-06-20","Potentilla","pulcherrima"
"GH5","ffd",2005,187,"2005-07-06","Potentilla","pulcherrima"
"GH5","ffd",2006,170,"2006-06-19","Potentilla","pulcherrima"
"GH5","ffd",2007,174,"2007-06-23","Potentilla","pulcherrima"
"GH5","ffd",2008,200,"2008-07-18","Potentilla","pulcherrima"
"GH5","ffd",2009,182,"2009-07-01","Potentilla","pulcherrima"
"GH5","ffd",1999,167,"1999-06-16","Ranunculus","inamoenus"
"GH5","ffd",2000,150,"2000-05-29","Ranunculus","inamoenus"
"GH5","ffd",2001,151,"2001-05-31","Ranunculus","inamoenus"
"GH5","ffd",2002,136,"2002-05-16","Ranunculus","inamoenus"
"GH5","ffd",2003,152,"2003-06-01","Ranunculus","inamoenus"
"GH5","ffd",2004,142,"2004-05-21","Ranunculus","inamoenus"
"GH5","ffd",2005,158,"2005-06-07","Ranunculus","inamoenus"
"GH5","ffd",2006,144,"2006-05-24","Ranunculus","inamoenus"
"GH5","ffd",2007,138,"2007-05-18","Ranunculus","inamoenus"
"GH5","ffd",2008,178,"2008-06-26","Ranunculus","inamoenus"
"GH5","ffd",2009,143,"2009-05-23","Ranunculus","inamoenus"
"GH5","ffd",1999,167,"1999-06-16","Taraxacum","officinale"
"GH5","ffd",2000,158,"2000-06-06","Taraxacum","officinale"
"GH5","ffd",2001,155,"2001-06-04","Taraxacum","officinale"
"GH5","ffd",2002,144,"2002-05-24","Taraxacum","officinale"
"GH5","ffd",2003,158,"2003-06-07","Taraxacum","officinale"
"GH5","ffd",2004,152,"2004-05-31","Taraxacum","officinale"
"GH5","ffd",2005,166,"2005-06-15","Taraxacum","officinale"
"GH5","ffd",2006,150,"2006-05-30","Taraxacum","officinale"
"GH5","ffd",2007,143,"2007-05-23","Taraxacum","officinale"
"GH5","ffd",2008,182,"2008-06-30","Taraxacum","officinale"
"GH5","ffd",2009,158,"2009-06-07","Taraxacum","officinale"
"GH5","ffd",2008,210,"2008-07-28","Vicia","americana"
"GH5","ffd",1999,160,"1999-06-09","Viola","praemorsa"
"GH5","ffd",2000,154,"2000-06-02","Viola","praemorsa"
"GH5","ffd",2001,151,"2001-05-31","Viola","praemorsa"
"GH5","ffd",2002,140,"2002-05-20","Viola","praemorsa"
"GH5","ffd",2003,154,"2003-06-03","Viola","praemorsa"
"GH5","ffd",2004,145,"2004-05-24","Viola","praemorsa"
"GH5","ffd",2005,160,"2005-06-09","Viola","praemorsa"
"GH5","ffd",2006,146,"2006-05-26","Viola","praemorsa"
"GH5","ffd",2008,180,"2008-06-28","Viola","praemorsa"
"GH5","ffd",2009,161,"2009-06-10","Viola","praemorsa"
"INT1","ffd",1977,160,"1977-06-09","Arabis","drummondii"
"INT1","ffd",1989,192,"1989-07-11","Arabis","drummondii"
"INT1","ffd",1991,178,"1991-06-27","Arabis","drummondii"
"INT1","ffd",2008,217,"2008-08-04","Artemisia","dracunculus"
"INT1","ffd",1991,236,"1991-08-24","Aster","engelmannii"
"INT1","ffd",1992,223,"1992-08-10","Aster","engelmannii"
"INT1","ffd",1997,236,"1997-08-24","Aster","engelmannii"
"INT1","ffd",1974,227,"1974-08-15","Chamerion","angustifolium"
"INT1","ffd",1979,235,"1979-08-23","Chamerion","angustifolium"
"INT1","ffd",1980,221,"1980-08-08","Chamerion","angustifolium"
"INT1","ffd",1991,224,"1991-08-12","Chamerion","angustifolium"
"INT1","ffd",1993,238,"1993-08-26","Chamerion","angustifolium"
"INT1","ffd",2002,202,"2002-07-21","Chamerion","angustifolium"
"INT1","ffd",2003,214,"2003-08-02","Chamerion","angustifolium"
"INT1","ffd",2004,222,"2004-08-09","Chamerion","angustifolium"
"INT1","ffd",2005,214,"2005-08-02","Chamerion","angustifolium"
"INT1","ffd",1974,185,"1974-07-04","Delphinium","barbeyi"
"INT1","ffd",1975,198,"1975-07-17","Delphinium","barbeyi"
"INT1","ffd",1977,187,"1977-07-06","Delphinium","barbeyi"
"INT1","ffd",1979,195,"1979-07-14","Delphinium","barbeyi"
"INT1","ffd",1980,194,"1980-07-12","Delphinium","barbeyi"
"INT1","ffd",1981,182,"1981-07-01","Delphinium","barbeyi"
"INT1","ffd",1982,199,"1982-07-18","Delphinium","barbeyi"
"INT1","ffd",1983,198,"1983-07-17","Delphinium","barbeyi"
"INT1","ffd",1984,202,"1984-07-20","Delphinium","barbeyi"
"INT1","ffd",1985,184,"1985-07-03","Delphinium","barbeyi"
"INT1","ffd",1986,189,"1986-07-08","Delphinium","barbeyi"
"INT1","ffd",1987,180,"1987-06-29","Delphinium","barbeyi"
"INT1","ffd",1988,183,"1988-07-01","Delphinium","barbeyi"
"INT1","ffd",1989,184,"1989-07-03","Delphinium","barbeyi"
"INT1","ffd",1991,191,"1991-07-10","Delphinium","barbeyi"
"INT1","ffd",1992,183,"1992-07-01","Delphinium","barbeyi"
"INT1","ffd",1993,200,"1993-07-19","Delphinium","barbeyi"
"INT1","ffd",1994,184,"1994-07-03","Delphinium","barbeyi"
"INT1","ffd",1995,219,"1995-08-07","Delphinium","barbeyi"
"INT1","ffd",1997,196,"1997-07-15","Delphinium","barbeyi"
"INT1","ffd",1998,193,"1998-07-12","Delphinium","barbeyi"
"INT1","ffd",2002,176,"2002-06-25","Delphinium","barbeyi"
"INT1","ffd",2003,190,"2003-07-09","Delphinium","barbeyi"
"INT1","ffd",2004,174,"2004-06-22","Delphinium","barbeyi"
"INT1","ffd",2005,191,"2005-07-10","Delphinium","barbeyi"
"INT1","ffd",2006,182,"2006-07-01","Delphinium","barbeyi"
"INT1","ffd",2009,202,"2009-07-21","Delphinium","barbeyi"
"INT1","ffd",1974,167,"1974-06-16","Draba","aurea"
"INT1","ffd",1975,184,"1975-07-03","Draba","aurea"
"INT1","ffd",1976,169,"1976-06-17","Draba","aurea"
"INT1","ffd",1979,188,"1979-07-07","Draba","aurea"
"INT1","ffd",1980,190,"1980-07-08","Draba","aurea"
"INT1","ffd",1981,166,"1981-06-15","Draba","aurea"
"INT1","ffd",1982,179,"1982-06-28","Draba","aurea"
"INT1","ffd",1983,180,"1983-06-29","Draba","aurea"
"INT1","ffd",1984,182,"1984-06-30","Draba","aurea"
"INT1","ffd",1985,166,"1985-06-15","Draba","aurea"
"INT1","ffd",1986,175,"1986-06-24","Draba","aurea"
"INT1","ffd",1987,161,"1987-06-10","Draba","aurea"
"INT1","ffd",1988,158,"1988-06-06","Draba","aurea"
"INT1","ffd",1989,161,"1989-06-10","Draba","aurea"
"INT1","ffd",1991,170,"1991-06-19","Draba","aurea"
"INT1","ffd",1992,155,"1992-06-03","Draba","aurea"
"INT1","ffd",1993,176,"1993-06-25","Draba","aurea"
"INT1","ffd",1994,161,"1994-06-10","Draba","aurea"
"INT1","ffd",1995,193,"1995-07-12","Draba","aurea"
"INT1","ffd",1996,168,"1996-06-16","Draba","aurea"
"INT1","ffd",1997,174,"1997-06-23","Draba","aurea"
"INT1","ffd",1998,167,"1998-06-16","Draba","aurea"
"INT1","ffd",1999,167,"1999-06-16","Draba","aurea"
"INT1","ffd",2000,156,"2000-06-04","Draba","aurea"
"INT1","ffd",2001,159,"2001-06-08","Draba","aurea"
"INT1","ffd",2002,150,"2002-05-30","Draba","aurea"
"INT1","ffd",2003,174,"2003-06-23","Draba","aurea"
"INT1","ffd",2006,182,"2006-07-01","Draba","aurea"
"INT1","ffd",2008,182,"2008-06-30","Draba","aurea"
"INT1","ffd",2009,164,"2009-06-13","Draba","aurea"
"INT1","ffd",1980,211,"1980-07-29","Erigeron","speciosus"
"INT1","ffd",1981,201,"1981-07-20","Erigeron","speciosus"
"INT1","ffd",1982,212,"1982-07-31","Erigeron","speciosus"
"INT1","ffd",1983,213,"1983-08-01","Erigeron","speciosus"
"INT1","ffd",1984,218,"1984-08-05","Erigeron","speciosus"
"INT1","ffd",1986,216,"1986-08-04","Erigeron","speciosus"
"INT1","ffd",1987,212,"1987-07-31","Erigeron","speciosus"
"INT1","ffd",1988,205,"1988-07-23","Erigeron","speciosus"
"INT1","ffd",1995,230,"1995-08-18","Erigeron","speciosus"
"INT1","ffd",1996,209,"1996-07-27","Erigeron","speciosus"
"INT1","ffd",1997,214,"1997-08-02","Erigeron","speciosus"
"INT1","ffd",1998,207,"1998-07-26","Erigeron","speciosus"
"INT1","ffd",1999,207,"1999-07-26","Erigeron","speciosus"
"INT1","ffd",2001,202,"2001-07-21","Erigeron","speciosus"
"INT1","ffd",2002,190,"2002-07-09","Erigeron","speciosus"
"INT1","ffd",2003,198,"2003-07-17","Erigeron","speciosus"
"INT1","ffd",2004,184,"2004-07-02","Erigeron","speciosus"
"INT1","ffd",2005,210,"2005-07-29","Erigeron","speciosus"
"INT1","ffd",2006,206,"2006-07-25","Erigeron","speciosus"
"INT1","ffd",2007,196,"2007-07-15","Erigeron","speciosus"
"INT1","ffd",2008,214,"2008-08-01","Erigeron","speciosus"
"INT1","ffd",2009,200,"2009-07-19","Erigeron","speciosus"
"INT1","ffd",2003,203,"2003-07-22","Galium","boreale"
"INT1","ffd",2005,212,"2005-07-31","Galium","boreale"
"INT1","ffd",1974,227,"1974-08-15","Gentiana","parryi"
"INT1","ffd",1975,246,"1975-09-03","Gentiana","parryi"
"INT1","ffd",1977,218,"1977-08-06","Gentiana","parryi"
"INT1","ffd",1979,248,"1979-09-05","Gentiana","parryi"
"INT1","ffd",1980,243,"1980-08-30","Gentiana","parryi"
"INT1","ffd",1981,214,"1981-08-02","Gentiana","parryi"
"INT1","ffd",1982,241,"1982-08-29","Gentiana","parryi"
"INT1","ffd",1983,238,"1983-08-26","Gentiana","parryi"
"INT1","ffd",1984,244,"1984-08-31","Gentiana","parryi"
"INT1","ffd",1985,232,"1985-08-20","Gentiana","parryi"
"INT1","ffd",1986,238,"1986-08-26","Gentiana","parryi"
"INT1","ffd",1987,221,"1987-08-09","Gentiana","parryi"
"INT1","ffd",1988,223,"1988-08-10","Gentiana","parryi"
"INT1","ffd",1989,223,"1989-08-11","Gentiana","parryi"
"INT1","ffd",1991,232,"1991-08-20","Gentiana","parryi"
"INT1","ffd",1992,214,"1992-08-01","Gentiana","parryi"
"INT1","ffd",1993,240,"1993-08-28","Gentiana","parryi"
"INT1","ffd",1995,257,"1995-09-14","Gentiana","parryi"
"INT1","ffd",1996,233,"1996-08-20","Gentiana","parryi"
"INT1","ffd",1997,240,"1997-08-28","Gentiana","parryi"
"INT1","ffd",1998,227,"1998-08-15","Gentiana","parryi"
"INT1","ffd",1999,239,"1999-08-27","Gentiana","parryi"
"INT1","ffd",2000,216,"2000-08-03","Gentiana","parryi"
"INT1","ffd",2001,208,"2001-07-27","Gentiana","parryi"
"INT1","ffd",2002,214,"2002-08-02","Gentiana","parryi"
"INT1","ffd",2003,239,"2003-08-27","Gentiana","parryi"
"INT1","ffd",2004,224,"2004-08-11","Gentiana","parryi"
"INT1","ffd",2005,242,"2005-08-30","Gentiana","parryi"
"INT1","ffd",2006,224,"2006-08-12","Gentiana","parryi"
"INT1","ffd",2007,228,"2007-08-16","Gentiana","parryi"
"INT1","ffd",2009,232,"2009-08-20","Gentiana","parryi"
"INT1","ffd",2002,176,"2002-06-25","Geranium","richardsonii"
"INT1","ffd",2003,178,"2003-06-27","Geranium","richardsonii"
"INT1","ffd",2004,174,"2004-06-22","Geranium","richardsonii"
"INT1","ffd",2005,195,"2005-07-14","Geranium","richardsonii"
"INT1","ffd",2008,196,"2008-07-14","Geranium","richardsonii"
"INT1","ffd",2009,182,"2009-07-01","Geranium","richardsonii"
"INT1","ffd",1977,187,"1977-07-06","Hymenoxys","hoopesii"
"INT1","ffd",1982,222,"1982-08-10","Ligularia","bigelovii"
"INT1","ffd",1984,216,"1984-08-03","Ligularia","bigelovii"
"INT1","ffd",1991,210,"1991-07-29","Ligularia","bigelovii"
"INT1","ffd",1992,197,"1992-07-15","Ligularia","bigelovii"
"INT1","ffd",1993,213,"1993-08-01","Ligularia","bigelovii"
"INT1","ffd",1995,228,"1995-08-16","Ligularia","bigelovii"
"INT1","ffd",1996,207,"1996-07-25","Ligularia","bigelovii"
"INT1","ffd",1998,212,"1998-07-31","Ligularia","bigelovii"
"INT1","ffd",1999,211,"1999-07-30","Ligularia","bigelovii"
"INT1","ffd",1974,177,"1974-06-26","Lupinus","na"
"INT1","ffd",1975,198,"1975-07-17","Lupinus","na"
"INT1","ffd",1977,172,"1977-06-21","Lupinus","na"
"INT1","ffd",1979,186,"1979-07-05","Lupinus","na"
"INT1","ffd",1980,188,"1980-07-06","Lupinus","na"
"INT1","ffd",1981,174,"1981-06-23","Lupinus","na"
"INT1","ffd",1982,183,"1982-07-02","Lupinus","na"
"INT1","ffd",1983,193,"1983-07-12","Lupinus","na"
"INT1","ffd",1984,196,"1984-07-14","Lupinus","na"
"INT1","ffd",1997,190,"1997-07-09","Lupinus","na"
"INT1","ffd",1998,179,"1998-06-28","Lupinus","na"
"INT1","ffd",1999,191,"1999-07-10","Lupinus","na"
"INT1","ffd",2003,182,"2003-07-01","Lupinus","na"
"INT1","ffd",2009,180,"2009-06-29","Lupinus","prunophilus"
"INT1","ffd",1974,185,"1974-07-04","Mertensia","ciliata"
"INT1","ffd",1975,198,"1975-07-17","Mertensia","ciliata"
"INT1","ffd",1977,181,"1977-06-30","Mertensia","ciliata"
"INT1","ffd",1979,186,"1979-07-05","Mertensia","ciliata"
"INT1","ffd",1980,188,"1980-07-06","Mertensia","ciliata"
"INT1","ffd",1981,182,"1981-07-01","Mertensia","ciliata"
"INT1","ffd",1982,195,"1982-07-14","Mertensia","ciliata"
"INT1","ffd",1983,193,"1983-07-12","Mertensia","ciliata"
"INT1","ffd",1984,193,"1984-07-11","Mertensia","ciliata"
"INT1","ffd",1985,180,"1985-06-29","Mertensia","ciliata"
"INT1","ffd",1986,182,"1986-07-01","Mertensia","ciliata"
"INT1","ffd",1987,182,"1987-07-01","Mertensia","ciliata"
"INT1","ffd",1988,192,"1988-07-10","Mertensia","ciliata"
"INT1","ffd",1989,178,"1989-06-27","Mertensia","ciliata"
